,Astro,Endo,L5-1,Lhx6,NPY,Oligo,Reln,SST,Smc,VIP,eL2/3,eL5-2,eL5-3,eL6-1,eL6-2
5593x3498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5632x5770,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5619x5657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5599x3954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5612x292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5631x3737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5681x6145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5662x6307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5668x3633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5711x1512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5702x1014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5658x1919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5701x4417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5781x5642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5764x5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5731x5479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5779x3451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5776x6525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5821x1752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5811x4163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5848x2581,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5909x305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5889x622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5922x4711,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5894x2305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5905x6243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5939x80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5888x2786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5948x1002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939x3880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5953x6564,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5955x5965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5994x5408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6021x3016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6005x3517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6030x4939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6074x781,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6105x6383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6094x5061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6115x992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6079x3758,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6094x4647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6143x486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6143x3946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6137x4270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6166x182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6167x2093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6187x3159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6134x4528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6202x6460,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6199x3407,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6205x5339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6225x2330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6220x4754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6236x3042,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6222x1421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6247x2900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6264x3661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6246x59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6247x1655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6250x2593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6328x6531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6290x906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6309x1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6332x241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6334x594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6360x5715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6372x759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6410x4263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6387x3978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6393x1039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6430x1387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6424x5478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6427x1767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6462x4800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6468x547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6510x5425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6475x2334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6503x2894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6536x5114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6523x5293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6504x3342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6511x3125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6560x4077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6545x1902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6594x4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6577x643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6624x816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6621x1033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6644x536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6625x1557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6620x2556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6670x3524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6720x6350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6687x5928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6666x5782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6732x307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6706x1938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6768x64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6740x2320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6777x1731,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6746x2473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6754x1365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6758x5596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6804x817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6778x2159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6806x5357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6884x3850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6848x1228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6850x6425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6839x4239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6853x2626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6867x2250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6856x3145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6878x2479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6890x4968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6882x2771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6887x5983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6935x2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6954x1028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6964x5590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7032x2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7022x5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7049x1785,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7050x3608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7034x1336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7034x5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7050x5249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7016x37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7065x5491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7049x5038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7066x6505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7077x6376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7069x1203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103x2716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7079x2941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122x3489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7101x211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7142x1738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7168x3147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245x4079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7189x5040,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7192x4785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7217x998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7185x3787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7218x6295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7255x2876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7230x140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7243x1747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7289x1526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7273x3669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7276x3406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7288x5972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7287x4385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7336x267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7327x2258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7318x4701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7337x5539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7341x642,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7343x760,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7399x5200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7416x4296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7450x5974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7452x1216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7419x3586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7436x5550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7435x889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7463x2857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7480x3059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7493x1821,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7488x2066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7486x4529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7481x3491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7491x4949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7501x3374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7545x3184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7553x4805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7585x5404,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7594x3785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7626x3553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7630x840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7638x5833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7666x1719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7687x2425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7661x1334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7695x1534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7692x3692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7682x3184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7696x5082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7694x3986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7728x5660,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7727x3393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7749x890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7704x6299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7786x4156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7778x115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7812x5358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7855x6485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7822x6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7853x5827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7830x3053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7837x3199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7858x3974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7884x5506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7876x1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7909x3348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7915x2535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7934x6170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7932x3844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7933x37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7882x372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7946x1497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7953x6003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7983x5275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7989x5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7964x4619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8034x806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8026x4010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8052x1708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8114x4738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8066x3105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8083x590,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8079x1393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8140x4470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8149x5788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8158x4980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8200x56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8135x2832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8194x6123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8185x2707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8199x2052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8207x2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8248x233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8236x1114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8258x3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8289x3842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8275x5976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8331x3367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8303x6343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8346x1624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8335x6533,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8360x5509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8312x1225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8361x4205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8359x4080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8419x2297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8399x329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8451x2836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8470x3640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8473x5775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8477x4809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8454x6055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8476x2443,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8497x3044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8539x2558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8526x1515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8581x155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8611x2925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8607x4846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8556x4495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8603x3892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8618x1664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8614x3707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8643x2179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8623x5369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8698x4621,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8664x5941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8678x82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8686x6320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8679x1420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8678x946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703x1827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8710x4023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8733x613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8728x3069,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8744x4168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8743x770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8743x1136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8777x124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8781x6195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8786x2802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8773x4433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8796x4832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8820x2470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8813x5852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8819x2235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8822x3738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8819x3594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8797x3386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8867x3489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8875x594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8894x6359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8875x6008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8887x1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8916x6531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8923x1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8946x2348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8928x2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8930x3853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8920x4505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8932x4779,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8966x5336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8996x3608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8985x5907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8992x2921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9009x6131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9008x177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9011x4455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9007x3109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9010x4297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9003x2037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9029x5522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9023x873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9065x3801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9060x4759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9061x533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9073x4601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9054x1016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9009x1773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9085x328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9084x5769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9124x1491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9101x2215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9155x4280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9136x4945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9152x803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9163x3289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9180x1655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9144x2782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9169x6309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9161x6468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9166x4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9195x3709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9246x3435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9198x34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9216x670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9212x4693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9232x5515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9245x425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251x2722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9251x6548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9286x3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9266x4521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9267x5864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9291x3238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9279x2121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9315x2315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9305x574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9289x1378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9322x4949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9304x4365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9328x6135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9285x1189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9321x1553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9323x2986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9307x5719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9315x4204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9335x1961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9348x5214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9370x2764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9392x176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9369x765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9401x2557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9425x4764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9426x1351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9404x3490,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9450x4611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9444x5402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9449x971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9460x3679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9474x3855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9481x1143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9482x2637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9520x5028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9500x4327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9506x2749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9536x2487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9515x4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9515x374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9559x5243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542x6540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9582x5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9590x3979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9568x30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9606x1948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9614x3061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9609x3830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9617x3670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
